season,player-total-points_player_name,player-total-points_match_played,player-total-points_position_name,player-total-points_team_name,player-total-points_team_full_name,player-super-tackles_rank,player-raid-points_rank,player-super-raids_rank,high-5s_rank,player-tackle-points_rank,player-avg-tackle-points_rank,player-dod-raid-points_rank,player-total-points_rank,player-successful-tackles_rank,player-successful-raids_rank,super-10s_rank,player-super-tackles_value,player-raid-points_value,player-super-raids_value,high-5s_value,player-tackle-points_value,player-avg-tackle-points_value,player-dod-raid-points_value,player-total-points_value,player-successful-tackles_value,player-successful-raids_value,super-10s_value,player-super-tackles_points_per_match,player-raid-points_points_per_match,player-super-raids_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-avg-tackle-points_points_per_match,player-dod-raid-points_points_per_match,player-total-points_points_per_match,player-successful-tackles_points_per_match,player-successful-raids_points_per_match,super-10s_points_per_match,player-super-tackles_team_id,player-raid-points_team_id,player-super-raids_team_id,high-5s_team_id,player-tackle-points_team_id,player-avg-tackle-points_team_id,player-dod-raid-points_team_id,player-total-points_team_id,player-successful-tackles_team_id,player-successful-raids_team_id,super-10s_team_id,player-super-tackles_position_id,player-raid-points_position_id,player-super-raids_position_id,high-5s_position_id,player-tackle-points_position_id,player-avg-tackle-points_position_id,player-dod-raid-points_position_id,player-total-points_position_id,player-successful-tackles_position_id,player-successful-raids_position_id,super-10s_position_id
3,D. Gopu,2,Defender,HYD,Telugu Titans,,,,,89,69,,111,79,,,,,,,1,0.5,,1,1,,,,,,,0.5,0.25,,0.5,0.5,,,,,,,8,8,,8,8,,,,,,,9,9,,9,9,,
3,Prashanth Kumar Rai,13,Raider,HYD,Telugu Titans,,40,,,,,56,71,,43,,,12,,,,,1,12,,8,,,0.9230769230769232,,,,,0.076923077,0.9230769230769232,,0.6153846153846154,,,8,,,,,8,8,,8,,,8,,,,,8,8,,8,
3,Pawan Kumar Kadian,5,Raider,MUM,U Mumba,,52,,,,,37,85,,51,,,6,,,,,5,6,,4,,,1.2,,,,,1,1.2,,0.8,,,5,,,,,5,5,,5,,,8,,,,,8,8,,8,
3,Ravinder Pahal,11,Defender,DEL,Dabang Delhi K.C.,5,45,,7,15,12,,35,15,52,,4,8,,2,26,2.36,,34,22,4,,0.3636363636363636,0.7272727272727273,,0.1818181818181818,2.363636363636364,0.2145454545454545,,3.090909090909091,2,0.3636363636363636,,2,2,,2,2,2,,2,2,2,,9,9,,9,9,9,,9,9,9,
3,Rakesh Singh Kumar,8,Defender,DEL,Dabang Delhi K.C.,,,,,62,76,,95,66,,,,,,,3,0.38,,3,3,,,,,,,0.375,0.0475,,0.375,0.375,,,,,,,2,2,,2,2,,,,,,,9,9,,9,9,,
3,Samarjeet Singh,5,All Rounder,JAI,Jaipur Pink Panthers,41,64,,,48,37,,81,50,67,,1,2,,,6,1.2,,8,5,2,,0.2,0.4,,,1.2,0.24,,1.6,1,0.4,,3,3,,,3,3,,3,3,3,,0,0,,,0,0,,0,0,0,
3,Ran Singh,14,All Rounder,JAI,Jaipur Pink Panthers,,31,15,,16,29,25,26,16,32,,,20,2,,21,1.5,8,41,21,15,,,1.4285714285714286,0.1428571428571428,,1.5,0.1071428571428571,0.5714285714285714,2.9285714285714284,1.5,1.0714285714285714,,,3,3,,3,3,3,3,3,3,,,0,0,,0,0,0,0,0,0,
3,Girish Maruti Ernak,11,Defender,KOL,Bengal Warriors,,78,,6,8,7,,34,7,,,,1,,3,33,3,,34,33,,,,0.090909091,,0.2727272727272727,3,0.2727272727272727,,3.090909090909091,3,,,,4,,4,4,4,,4,4,,,,9,,9,9,9,,9,9,,
3,D. Suresh Kumar,12,Defender,PAT,Patna Pirates,15,,,,23,28,,55,24,,,2,,,,18,1.5,,18,16,,,0.1666666666666666,,,,1.5,0.125,,1.5,1.3333333333333333,,,6,,,,6,6,,6,6,,,9,,,,9,9,,9,9,,
3,Mahendra Ganesh Rajput,8,Raider,KOL,Bengal Warriors,16,33,,,45,51,17,45,51,29,,2,19,,,7,0.88,11,26,5,17,,0.25,2.375,,,0.875,0.11,1.375,3.25,0.625,2.125,,4,4,,,4,4,4,4,4,4,,8,8,,,8,8,8,8,8,8,
3,Bajirao Hodage,16,Defender,KOL,Bengal Warriors,33,,,17,6,13,,28,6,,,1,,,1,37,2.31,,37,36,,,0.0625,,,0.0625,2.3125,0.144375,,2.3125,2.25,,,4,,,4,4,4,,4,4,,,9,,,9,9,9,,9,9,,
3,Sachin Shingade,2,Defender,PUN,Puneri Paltan,34,,,,49,8,,84,52,,,1,,,,6,3,,6,5,,,0.5,,,,3,1.5,,3,2.5,,,7,,,,7,7,,7,7,,,9,,,,9,9,,9,9,,
3,Preetam Chhillar,11,All Rounder,BLR,Bengaluru Bulls,,57,,,41,54,,65,38,56,,,5,,,9,0.82,,14,9,3,,,0.4545454545454545,,,0.8181818181818182,0.074545455,,1.2727272727272727,0.8181818181818182,0.2727272727272727,,,1,,,1,1,,1,1,1,,,0,,,0,0,,0,0,0,
3,Vinoth Kumar,7,Raider,BLR,Bengaluru Bulls,,34,,,,,20,61,,34,,,16,,,,,10,16,,13,,,2.2857142857142856,,,,,1.4285714285714286,2.2857142857142856,,1.8571428571428572,,,1,,,,,1,1,,1,,,8,,,,,8,8,,8,
3,Suresu Kumar,3,Raider,MUM,U Mumba,,65,,,,,57,108,,61,,,2,,,,,1,2,,2,,,0.6666666666666666,,,,,0.3333333333333333,0.6666666666666666,,0.6666666666666666,,,5,,,,,5,5,,5,,,8,,,,,8,8,,8,
3,Deepak Kumar Dahiya,10,Raider,BLR,Bengaluru Bulls,,21,4,,,,6,29,,22,,,37,3,,,,20,37,,29,,,3.7,0.3,,,,2,3.7,,2.9,,,1,1,,,,1,1,,1,,,8,8,,,,8,8,,8,
3,Vikas Kale,9,Defender,HYD,Telugu Titans,,,,,34,33,,70,30,,,,,,,12,1.33,,12,12,,,,,,,1.3333333333333333,0.1477777777777777,,1.3333333333333333,1.3333333333333333,,,,,,,8,8,,8,8,,,,,,,9,9,,9,9,,
3,Deepak Dhull,1,Defender,KOL,Bengal Warriors,,,,,86,42,,109,90,,,,,,,1,1,,1,1,,,,,,,1,1,,1,1,,,,,,,4,4,,4,4,,,,,,,9,9,,9,9,,
3,Deepak Kumar,3,Defender,KOL,Bengal Warriors,35,,,,61,34,,94,64,,,1,,,,4,1.33,,4,3,,,0.3333333333333333,,,,1.3333333333333333,0.4433333333333333,,1.3333333333333333,1,,,4,,,,4,4,,4,4,,,9,,,,9,9,,9,9,,
3,Vijin Thangadurai,4,Defender,KOL,Bengal Warriors,,,,,78,70,,107,73,,,,,,,2,0.5,,2,2,,,,,,,0.5,0.125,,0.5,0.5,,,,,,,4,4,,4,4,,,,,,,9,9,,9,9,,
3,Sonu Narwal,11,Raider,JAI,Jaipur Pink Panthers,,13,13,,,,28,17,,12,,,55,2,,,,7,55,,49,,,5,0.1818181818181818,,,,0.6363636363636364,5,,4.454545454545454,,,3,3,,,,3,3,,3,,,8,8,,,,8,8,,8,
3,C. Arun,11,Defender,JAI,Jaipur Pink Panthers,4,76,,18,24,24,,56,31,73,,5,1,,1,17,1.55,,18,12,1,,0.4545454545454545,0.090909091,,0.090909091,1.5454545454545454,0.1409090909090909,,1.6363636363636365,1.0909090909090908,0.090909091,,3,3,,3,3,3,,3,3,3,,9,9,,9,9,9,,9,9,9,
3,Rohit Kumar Prajapat,3,Raider,JAI,Jaipur Pink Panthers,,,,,85,78,,110,88,,,,,,,1,0.33,,1,1,,,,,,,0.3333333333333333,0.11,,0.3333333333333333,0.3333333333333333,,,,,,,3,3,,3,3,,,,,,,8,8,,8,8,,
3,Pardeep Narwal,16,Raider,PAT,Patna Pirates,,1,1,,51,80,7,1,49,2,2,,116,10,,5,0.31,20,121,5,83,5,,7.25,0.625,,0.3125,0.019375,1.25,7.5625,0.3125,5.1875,0.3125,,6,6,,6,6,6,6,6,6,6,,8,8,,8,8,8,8,8,8,8
3,Mohammad Maghshoudulu,10,All Rounder,JAI,Jaipur Pink Panthers,,38,,,84,96,24,64,87,41,,,13,,,1,0.1,9,14,1,8,,,1.3,,,0.1,0.01,0.9,1.4,0.1,0.8,,,3,,,3,3,3,3,3,3,,,0,,,0,0,0,0,0,0,
3,Ashish Kumar,13,Defender,BLR,Bengaluru Bulls,36,49,,19,14,17,,37,14,49,,1,7,,1,26,2,,33,25,5,,0.076923077,0.5384615384615384,,0.076923077,2,0.1538461538461538,,2.5384615384615383,1.9230769230769231,0.3846153846153846,,1,1,,1,1,1,,1,1,1,,9,9,,9,9,9,,9,9,9,
3,Sunil,15,Defender,PAT,Patna Pirates,37,77,,20,13,19,58,42,12,74,,1,1,,1,29,1.93,1,30,28,1,,0.066666667,0.066666667,,0.066666667,1.9333333333333331,0.1286666666666666,0.066666667,2,1.8666666666666667,0.066666667,,6,6,,6,6,6,6,6,6,6,,9,9,,9,9,9,9,9,9,9,
3,Deepak Narwal,9,Raider,PAT,Patna Pirates,38,24,,,79,91,27,38,89,25,11,1,31,,,2,0.22,8,33,1,21,1,0.1111111111111111,3.4444444444444446,,,0.2222222222222222,0.024444444,0.8888888888888888,3.6666666666666665,0.1111111111111111,2.3333333333333335,0.1111111111111111,6,6,,,6,6,6,6,6,6,6,8,8,,,8,8,8,8,8,8,8
3,Amit Hooda,4,Defender,PAT,Patna Pirates,,,,,35,11,,73,34,,,,,,,11,2.75,,11,11,,,,,,,2.75,0.6875,,2.75,2.75,,,,,,,6,6,,6,6,,,,,,,9,9,,9,9,,
3,Vinod Kumar,9,Defender,PAT,Patna Pirates,,,,,28,22,,59,23,,,,,,,16,1.78,,16,16,,,,,,,1.7777777777777777,0.1977777777777777,,1.7777777777777777,1.7777777777777777,,,,,,,6,6,,6,6,,,,,,,9,9,,9,9,,
3,Rohit Kumar Choudary,7,Raider,DEL,Dabang Delhi K.C.,,35,,,,,36,60,,35,,,16,,,,,5,16,,11,,,2.2857142857142856,,,,,0.7142857142857143,2.2857142857142856,,1.5714285714285714,,,2,,,,,2,2,,2,,,8,,,,,8,8,,8,
3,K. Prapanjan,4,Raider,MUM,U Mumba,,67,,,,,53,104,,72,,,2,,,,,1,2,,1,,,0.5,,,,,0.25,0.5,,0.25,,,5,,,,,5,5,,5,,,8,,,,,8,8,,8,
3,G.S. Manikandan,7,Defender,DEL,Dabang Delhi K.C.,,,,,83,93,,115,86,,,,,,,1,0.14,,1,1,,,,,,,0.1428571428571428,0.02,,0.1428571428571428,0.1428571428571428,,,,,,,2,2,,2,2,,,,,,,9,9,,9,9,,
3,Vinoth Paulyas,3,Raider,MUM,U Mumba,,68,,,,,48,103,,62,,,2,,,,,2,2,,2,,,0.6666666666666666,,,,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,,,5,,,,,5,5,,5,,,8,,,,,8,8,,8,
3,Amit Om Prakash Rathi,8,Raider,BLR,Bengaluru Bulls,14,25,27,,50,56,18,32,56,24,,2,30,1,,6,0.75,11,36,4,21,,0.25,3.75,0.125,,0.75,0.09375,1.375,4.5,0.5,2.625,,1,1,1,,1,1,1,1,1,1,,8,8,8,,8,8,8,8,8,8,
