season,team_name,Raider Name,Number of Defenders,Total Raids,% of Raids,Empty,Successful,Unsuccessful
PKL-06,Bengaluru Bulls,,5,82,22%,29.30%,39.00%,31.70%
PKL-06,Bengaluru Bulls,,6,75,20%,12.00%,68.00%,20.00%
PKL-06,Bengaluru Bulls,,7,116,31%,19.80%,59.50%,20.70%
PKL-06,Bengaluru Bulls,Rohit Kumar,1,8,2%,12.50%,87.50%,
PKL-06,Bengaluru Bulls,,2,15,4%,6.70%,80.00%,13.30%
PKL-06,Bengaluru Bulls,,3,20,6%,60.00%,20.00%,20.00%
PKL-06,Bengaluru Bulls,,4,42,12%,57.10%,19.00%,23.80%
PKL-06,Bengaluru Bulls,,5,62,18%,56.50%,25.80%,17.70%
PKL-06,Bengaluru Bulls,,6,71,21%,36.60%,43.70%,19.70%
PKL-06,Bengaluru Bulls,,7,123,36%,35.80%,45.50%,18.70%
PKL-06,Bengaluru Bulls,Sandeep,6,1,50%,100.00%,,
PKL-06,Bengaluru Bulls,,7,1,50%,,,100.00%
PKL-06,Bengaluru Bulls,Sumit Singh,5,8,30%,87.50%,,12.50%
PKL-06,Bengaluru Bulls,,6,4,15%,25.00%,75.00%,
PKL-06,Bengaluru Bulls,,7,15,56%,40.00%,26.70%,33.30%
PKL-06,Gujarat Fortunegiants,Ajay Kumar,1,2,2%,,100.00%,
PKL-06,Gujarat Fortunegiants,,2,2,2%,50.00%,,50.00%
PKL-06,Gujarat Fortunegiants,,3,10,11%,60.00%,30.00%,10.00%
PKL-06,Gujarat Fortunegiants,,4,14,16%,57.10%,28.60%,14.30%
PKL-06,Gujarat Fortunegiants,,5,20,23%,65.00%,,35.00%
PKL-06,Gujarat Fortunegiants,,6,17,19%,35.30%,58.80%,5.90%
PKL-06,Gujarat Fortunegiants,,7,23,26%,34.80%,30.40%,34.80%
PKL-06,Gujarat Fortunegiants,Anil,5,2,50%,100.00%,,
PKL-06,Gujarat Fortunegiants,,6,2,50%,50.00%,,50.00%
PKL-06,Gujarat Fortunegiants,Dharmender,3,2,33%,,50.00%,50.00%
PKL-06,Gujarat Fortunegiants,,4,2,33%,,50.00%,50.00%
PKL-06,Gujarat Fortunegiants,,7,2,33%,,,100.00%
PKL-06,Gujarat Fortunegiants,Dong Geon Lee,2,4,6%,25.00%,50.00%,25.00%
PKL-06,Gujarat Fortunegiants,,3,9,14%,55.60%,22.20%,22.20%
PKL-06,Gujarat Fortunegiants,,4,2,3%,,50.00%,50.00%
PKL-06,Gujarat Fortunegiants,,5,8,12%,62.50%,,37.50%
PKL-06,Gujarat Fortunegiants,,6,14,22%,28.60%,64.30%,7.10%
PKL-06,Gujarat Fortunegiants,,7,28,43%,42.90%,32.10%,25.00%
PKL-06,Gujarat Fortunegiants,Hadi Oshtorak,4,2,18%,50.00%,50.00%,
PKL-06,Gujarat Fortunegiants,,5,1,9%,100.00%,,
PKL-06,Gujarat Fortunegiants,,6,2,18%,,50.00%,50.00%
PKL-06,Gujarat Fortunegiants,,7,6,55%,50.00%,33.30%,16.70%
PKL-06,Gujarat Fortunegiants,K. Prapanjan,2,15,6%,13.30%,73.30%,13.30%
PKL-06,Gujarat Fortunegiants,,3,24,9%,70.80%,8.30%,20.80%
PKL-06,Gujarat Fortunegiants,,4,38,15%,31.60%,34.20%,34.20%
PKL-06,Gujarat Fortunegiants,,5,66,26%,59.10%,21.20%,19.70%
PKL-06,Gujarat Fortunegiants,,6,34,13%,26.50%,58.80%,14.70%
PKL-06,Gujarat Fortunegiants,,7,78,31%,29.50%,47.40%,23.10%
PKL-06,Gujarat Fortunegiants,Lalit Chaudhary,5,3,43%,66.70%,,33.30%
PKL-06,Gujarat Fortunegiants,,6,1,14%,,,100.00%
PKL-06,Gujarat Fortunegiants,,7,3,43%,,33.30%,66.70%
PKL-06,Gujarat Fortunegiants,Mahendra Rajput,2,3,5%,,33.30%,66.70%
PKL-06,Gujarat Fortunegiants,,3,10,15%,70.00%,,30.00%
PKL-06,Gujarat Fortunegiants,,4,8,12%,37.50%,,62.50%
PKL-06,Gujarat Fortunegiants,,5,12,18%,66.70%,25.00%,8.30%
PKL-06,Gujarat Fortunegiants,,6,16,24%,25.00%,43.80%,31.30%
PKL-06,Gujarat Fortunegiants,,7,17,26%,11.80%,47.10%,41.20%
PKL-06,Gujarat Fortunegiants,Parvesh Bhainsw..,7,1,100%,100.00%,,
PKL-06,Gujarat Fortunegiants,Rohit Gulia,2,7,5%,28.60%,57.10%,14.30%
PKL-06,Gujarat Fortunegiants,,3,18,12%,66.70%,22.20%,11.10%
PKL-06,Gujarat Fortunegiants,,4,19,13%,31.60%,26.30%,42.10%
PKL-06,Gujarat Fortunegiants,,5,30,20%,56.70%,13.30%,30.00%
PKL-06,Gujarat Fortunegiants,,6,23,15%,39.10%,47.80%,13.00%
PKL-06,Gujarat Fortunegiants,,7,55,36%,40.00%,40.00%,20.00%
PKL-06,Gujarat Fortunegiants,Ruturaj Shivaji,6,2,67%,100.00%,,
PKL-06,Gujarat Fortunegiants,Koravi,7,1,33%,100.00%,,
PKL-06,Gujarat Fortunegiants,Sachin,1,4,1%,,100.00%,
PKL-06,Gujarat Fortunegiants,,2,25,7%,20.00%,52.00%,28.00%
PKL-06,Gujarat Fortunegiants,,3,31,8%,61.30%,29.00%,9.70%
PKL-06,Gujarat Fortunegiants,,4,57,16%,33.30%,40.40%,26.30%
PKL-06,Gujarat Fortunegiants,,5,79,22%,41.80%,27.80%,30.40%
PKL-06,Gujarat Fortunegiants,,6,56,15%,28.60%,60.70%,10.70%
PKL-06,Gujarat Fortunegiants,,7,114,31%,24.60%,53.50%,21.90%
PKL-06,Gujarat Fortunegiants,Sachin V.,5,2,40%,50.00%,,50.00%
PKL-06,Gujarat Fortunegiants,,6,2,40%,50.00%,50.00%,
PKL-06,Gujarat Fortunegiants,,7,1,20%,,100.00%,
PKL-06,Gujarat Fortunegiants,Shubham Ashok,5,5,38%,40.00%,,60.00%
PKL-06,Gujarat Fortunegiants,Palkar,6,3,23%,66.70%,33.30%,
PKL-06,Gujarat Fortunegiants,,7,5,38%,40.00%,20.00%,40.00%
PKL-06,Gujarat Fortunegiants,Sunil Kumar,2,1,3%,100.00%,,
PKL-06,Gujarat Fortunegiants,,3,2,7%,100.00%,,
PKL-06,Gujarat Fortunegiants,,4,3,10%,100.00%,,
PKL-06,Gujarat Fortunegiants,,5,11,37%,100.00%,,
PKL-06,Gujarat Fortunegiants,,6,6,20%,100.00%,,
PKL-06,Gujarat Fortunegiants,,7,7,23%,85.70%,,14.30%
PKL-06,Dabang Delhi,Aman Kadian,7,3,100%,33.30%,,66.70%
PKL-06,Dabang Delhi,Chandran Ranjit,2,4,1%,,75.00%,25.00%
PKL-06,Dabang Delhi,,3,15,5%,26.70%,53.30%,20.00%
PKL-06,Dabang Delhi,,4,40,13%,47.50%,30.00%,22.50%
PKL-06,Dabang Delhi,,5,69,22%,49.30%,29.00%,21.70%
PKL-06,Dabang Delhi,,6,65,21%,26.20%,52.30%,21.50%
PKL-06,Dabang Delhi,,7,123,39%,29.30%,45.50%,25.20%
PKL-06,Dabang Delhi,Meraj Sheykh,1,3,1%,,100.00%,
PKL-06,Dabang Delhi,,2,14,7%,,85.70%,14.30%
PKL-06,Dabang Delhi,,3,22,10%,13.60%,72.70%,13.60%
PKL-06,Dabang Delhi,,4,29,14%,41.40%,34.50%,24.10%
PKL-06,Dabang Delhi,,5,45,21%,48.90%,17.80%,33.30%
PKL-06,Dabang Delhi,,6,38,18%,52.60%,28.90%,18.40%
PKL-06,Dabang Delhi,,7,62,29%,58.10%,19.40%,22.60%
PKL-06,Dabang Delhi,Naveen Kumar,1,2,1%,,100.00%,
PKL-06,Dabang Delhi,,2,9,3%,,77.80%,22.20%
PKL-06,Dabang Delhi,,3,20,7%,15.00%,65.00%,20.00%
PKL-06,Dabang Delhi,,4,32,10%,37.50%,37.50%,25.00%
PKL-06,Dabang Delhi,,5,54,18%,44.40%,31.50%,24.10%
PKL-06,Dabang Delhi,,6,63,21%,34.90%,39.70%,25.40%
PKL-06,Dabang Delhi,,7,127,41%,28.30%,55.90%,15.70%
PKL-06,Dabang Delhi,Pawan Kumar,2,1,1%,,100.00%,
PKL-06,Dabang Delhi,,3,3,3%,33.30%,,66.70%
PKL-06,Dabang Delhi,,4,9,10%,66.70%,22.20%,11.10%
PKL-06,Dabang Delhi,,5,9,10%,44.40%,44.40%,11.10%
PKL-06,Dabang Delhi,,6,27,30%,44.40%,37.00%,18.50%
PKL-06,Dabang Delhi,,7,41,46%,31.70%,46.30%,22.00%
PKL-06,Dabang Delhi,Rajesh Narwal,1,1,5%,,100.00%,
PKL-06,Dabang Delhi,,5,4,20%,75.00%,25.00%,
PKL-06,Dabang Delhi,,6,5,25%,100.00%,,
PKL-06,Dabang Delhi,,7,10,50%,30.00%,30.00%,40.00%
PKL-06,Dabang Delhi,Satpal,6,1,50%,100.00%,,
PKL-06,Dabang Delhi,,7,1,50%,,,100.00%
PKL-06,Dabang Delhi,Shabeer Bappu,4,3,12%,33.30%,,66.70%
PKL-06,Dabang Delhi,,5,5,19%,40.00%,,60.00%
PKL-06,Dabang Delhi,,6,4,15%,25.00%,50.00%,25.00%
PKL-06,Dabang Delhi,,7,14,54%,50.00%,28.60%,21.40%
PKL-06,Dabang Delhi,Sumit Kumar,6,1,100%,100.00%,,
PKL-06,Dabang Delhi,Vishal,3,1,17%,100.00%,,
PKL-06,Dabang Delhi,,5,4,67%,75.00%,25.00%,
PKL-06,Dabang Delhi,,7,1,17%,100.00%,,
PKL-06,Dabang Delhi,Yogesh Hooda,4,1,8%,100.00%,,
PKL-06,Dabang Delhi,,5,1,8%,100.00%,,
PKL-06,Dabang Delhi,,6,6,46%,33.30%,16.70%,50.00%
PKL-06,Dabang Delhi,,7,5,38%,40.00%,,60.00%
PKL-06,UP Yoddha,Azad Singh,3,2,4%,50.00%,50.00%,
PKL-06,UP Yoddha,,4,4,8%,50.00%,50.00%,
PKL-06,UP Yoddha,,5,9,19%,44.40%,33.30%,22.20%
PKL-06,UP Yoddha,,6,11,23%,45.50%,18.20%,36.40%
PKL-06,UP Yoddha,,7,22,46%,31.80%,27.30%,40.90%
PKL-06,UP Yoddha,Bhanu Tomar,4,1,5%,,100.00%,
PKL-06,UP Yoddha,,5,5,23%,40.00%,,60.00%
PKL-06,UP Yoddha,,6,7,32%,28.60%,28.60%,42.90%
PKL-06,UP Yoddha,,7,9,41%,11.10%,33.30%,55.60%
PKL-06,UP Yoddha,Jeeva Kumar,7,1,100%,100.00%,,
PKL-06,UP Yoddha,Md Masud Karim,5,2,67%,,50.00%,50.00%
PKL-06,UP Yoddha,,6,1,33%,,100.00%,
PKL-06,UP Yoddha,MD.Masud Karim,6,1,100%,,,100.00%
PKL-06,UP Yoddha,Nitesh Kumar,6,2,33%,100.00%,,
PKL-06,UP Yoddha,,7,4,67%,75.00%,,25.00%
PKL-06,UP Yoddha,Prashanth Kumar Rai,1,2,1%,,100.00%,
PKL-06,UP Yoddha,,2,5,2%,,80.00%,20.00%
PKL-06,UP Yoddha,,3,8,3%,75.00%,25.00%,
PKL-06,UP Yoddha,,4,18,7%,55.60%,27.80%,16.70%
PKL-06,UP Yoddha,,5,35,13%,51.40%,14.30%,34.30%
PKL-06,UP Yoddha,,6,86,33%,39.50%,51.20%,9.30%
PKL-06,UP Yoddha,,7,108,41%,29.60%,49.10%,21.30%
PKL-06,UP Yoddha,Rishank Devadiga,1,3,1%,33.30%,66.70%,
PKL-06,UP Yoddha,,2,9,3%,11.10%,55.60%,33.30%
PKL-06,UP Yoddha,,3,17,6%,52.90%,23.50%,23.50%
PKL-06,UP Yoddha,,4,34,13%,67.60%,11.80%,20.60%
PKL-06,UP Yoddha,,5,49,19%,67.30%,16.30%,16.30%
PKL-06,UP Yoddha,,6,62,24%,35.50%,45.20%,19.40%
PKL-06,UP Yoddha,,7,88,34%,40.90%,37.50%,21.60%
PKL-06,UP Yoddha,Rohit Kumar Choudary,5,6,27%,50.00%,16.70%,33.30%
PKL-06,UP Yoddha,,6,5,23%,20.00%,,80.00%
PKL-06,UP Yoddha,,7,11,50%,63.60%,9.10%,27.30%
PKL-06,UP Yoddha,Sachin Kumar,2,5,6%,,100.00%,
PKL-06,UP Yoddha,,3,11,12%,45.50%,36.40%,18.20%
PKL-06,UP Yoddha,,4,12,13%,50.00%,16.70%,33.30%
PKL-06,UP Yoddha,,5,22,25%,77.30%,13.60%,9.10%
PKL-06,UP Yoddha,,6,14,16%,64.30%,14.30%,21.40%
PKL-06,UP Yoddha,,7,25,28%,68.00%,20.00%,12.00%
PKL-06,UP Yoddha,Sagar Krishna,5,3,33%,100.00%,,
PKL-06,UP Yoddha,,6,1,11%,100.00%,,
PKL-06,UP Yoddha,,7,5,56%,80.00%,,20.00%
PKL-06,UP Yoddha,Shrikant Jadhav,1,1,0%,,100.00%,
PKL-06,UP Yoddha,,2,12,4%,33.30%,58.30%,8.30%
PKL-06,UP Yoddha,,3,18,5%,22.20%,50.00%,27.80%
PKL-06,UP Yoddha,,4,41,12%,39.00%,29.30%,31.70%
PKL-06,UP Yoddha,,5,84,25%,52.40%,14.30%,33.30%
PKL-06,UP Yoddha,Shrikant Jadhav,6,60,18%,26.70%,40.00%,33.30%
PKL-06,UP Yoddha,,7,116,35%,32.80%,40.50%,26.70%
PKL-06,UP Yoddha,Vishav Chaudhary,5,5,45%,40.00%,,60.00%
PKL-06,UP Yoddha,,6,2,18%,50.00%,50.00%,
PKL-06,UP Yoddha,,7,4,36%,75.00%,,25.00%
PKL-06,Tamil Thailaivas,Ajay Thakur,2,19,5%,5.30%,78.90%,15.80%
PKL-06,Tamil Thailaivas,,3,27,7%,44.40%,37.00%,18.50%
PKL-06,Tamil Thailaivas,,4,52,13%,48.10%,30.80%,21.20%
PKL-06,Tamil Thailaivas,,5,84,22%,46.40%,27.40%,26.20%
PKL-06,Tamil Thailaivas,,6,71,18%,22.50%,62.00%,15.50%
PKL-06,Tamil Thailaivas,,7,135,35%,25.90%,53.30%,20.70%
PKL-06,Tamil Thailaivas,Amit Hooda,7,2,100%,,,100.00%
PKL-06,Tamil Thailaivas,Anand,2,1,6%,,100.00%,
PKL-06,Tamil Thailaivas,,3,3,18%,33.30%,,66.70%
PKL-06,Tamil Thailaivas,,4,3,18%,33.30%,66.70%,
PKL-06,Tamil Thailaivas,,5,4,24%,75.00%,25.00%,
PKL-06,Tamil Thailaivas,,6,2,12%,,,100.00%
PKL-06,Tamil Thailaivas,,7,4,24%,25.00%,75.00%,
PKL-06,Tamil Thailaivas,Anil Kumar,5,2,67%,100.00%,,
PKL-06,Tamil Thailaivas,,7,1,33%,100.00%,,
PKL-06,Tamil Thailaivas,Athul MS,3,2,2%,50.00%,,50.00%
PKL-06,Tamil Thailaivas,,4,15,14%,13.30%,33.30%,53.30%
PKL-06,Tamil Thailaivas,,5,21,20%,28.60%,23.80%,47.60%
PKL-06,Tamil Thailaivas,,6,19,18%,5.30%,42.10%,52.60%
PKL-06,Tamil Thailaivas,,7,48,46%,14.60%,58.30%,27.10%
PKL-06,Tamil Thailaivas,C. Arun,5,1,33%,100.00%,,
PKL-06,Tamil Thailaivas,,7,2,67%,100.00%,,
PKL-06,Tamil Thailaivas,D. Pradap,3,2,12%,100.00%,,
PKL-06,Tamil Thailaivas,,4,3,18%,66.70%,,33.30%
PKL-06,Tamil Thailaivas,,5,4,24%,,75.00%,25.00%
PKL-06,Tamil Thailaivas,,6,1,6%,100.00%,,
PKL-06,Tamil Thailaivas,,7,7,41%,28.60%,28.60%,42.90%
PKL-06,Tamil Thailaivas,Darshan J.,7,1,100%,,,100.00%
PKL-06,Tamil Thailaivas,Jasvir Singh,2,4,3%,,75.00%,25.00%
PKL-06,Tamil Thailaivas,,3,6,5%,50.00%,33.30%,16.70%
PKL-06,Tamil Thailaivas,,4,12,10%,58.30%,8.30%,33.30%
PKL-06,Tamil Thailaivas,,5,24,21%,58.30%,8.30%,33.30%
PKL-06,Tamil Thailaivas,,6,27,23%,51.90%,25.90%,22.20%
PKL-06,Tamil Thailaivas,,7,44,38%,36.40%,43.20%,20.50%
PKL-06,Tamil Thailaivas,K. Jayaseelan,7,3,100%,66.70%,,33.30%
PKL-06,Tamil Thailaivas,Manjeet Chhillar,3,2,7%,100.00%,,
PKL-06,Tamil Thailaivas,,4,2,7%,100.00%,,
PKL-06,Tamil Thailaivas,,5,3,10%,100.00%,,
PKL-06,Tamil Thailaivas,,6,6,21%,50.00%,16.70%,33.30%
PKL-06,Tamil Thailaivas,,7,16,55%,50.00%,25.00%,25.00%
PKL-06,Tamil Thailaivas,Sukesh Hegde,2,1,1%,,100.00%,
PKL-06,Tamil Thailaivas,,3,12,7%,83.30%,8.30%,8.30%
PKL-06,Tamil Thailaivas,,4,21,12%,71.40%,9.50%,19.00%
PKL-06,Tamil Thailaivas,,5,49,28%,67.30%,14.30%,18.40%
PKL-06,Tamil Thailaivas,,6,46,26%,26.10%,47.80%,26.10%
PKL-06,Tamil Thailaivas,,7,47,27%,53.20%,36.20%,10.60%
PKL-06,Tamil Thailaivas,Sunil,4,1,50%,100.00%,,
PKL-06,Tamil Thailaivas,,7,1,50%,100.00%,,
PKL-06,Tamil Thailaivas,Surjeet Singh,4,1,2%,,,100.00%
PKL-06,Tamil Thailaivas,,5,6,13%,83.30%,,16.70%
PKL-06,Tamil Thailaivas,,6,11,24%,45.50%,36.40%,18.20%
PKL-06,Tamil Thailaivas,,7,27,60%,40.70%,22.20%,37.00%
PKL-06,Tamil Thailaivas,Victor Obiero,2,1,14%,,,100.00%
PKL-06,Tamil Thailaivas,,4,1,14%,,100.00%,
PKL-06,Tamil Thailaivas,,6,3,43%,,33.30%,66.70%
PKL-06,Tamil Thailaivas,,7,2,29%,,100.00%,
PKL-06,Tamil Thailaivas,Vimal Raj V,3,1,10%,100.00%,,
PKL-06,Tamil Thailaivas,,4,3,30%,33.30%,33.30%,33.30%
PKL-06,Tamil Thailaivas,,5,2,20%,50.00%,50.00%,
PKL-06,Tamil Thailaivas,,7,4,40%,25.00%,,75.00%
PKL-06,Bengal Warriors,Adarsh T,5,1,100%,,100.00%,
PKL-06,Bengal Warriors,Amaresh Mondal,6,1,33%,,,100.00%
PKL-06,Bengal Warriors,,7,2,67%,100.00%,,
PKL-06,Bengal Warriors,Amit Kumar,4,1,14%,100.00%,,
PKL-06,Bengal Warriors,,5,4,57%,50.00%,25.00%,25.00%
PKL-06,Bengal Warriors,,7,2,29%,100.00%,,
PKL-06,Bengal Warriors,Amit Nagar,2,1,3%,100.00%,,
PKL-06,Bengal Warriors,,3,6,17%,33.30%,33.30%,33.30%
PKL-06,Bengal Warriors,,4,1,3%,100.00%,,
PKL-06,Bengal Warriors,,5,5,14%,20.00%,60.00%,20.00%
PKL-06,Bengal Warriors,,6,6,17%,50.00%,33.30%,16.70%
PKL-06,Bengal Warriors,,7,17,47%,29.40%,47.10%,23.50%
PKL-06,Bengal Warriors,Ashish Chhokar,2,1,100%,,,100.00%
PKL-06,Bengal Warriors,Baldev Singh,7,1,100%,,,100.00%
PKL-06,Bengal Warriors,Bhupender Singh,3,1,5%,,100.00%,
PKL-06,Bengal Warriors,,4,2,10%,,,100.00%
PKL-06,Bengal Warriors,,5,4,20%,100.00%,,
PKL-06,Bengal Warriors,,6,1,5%,,,100.00%
PKL-06,Bengal Warriors,,7,12,60%,41.70%,41.70%,16.70%
PKL-06,Bengal Warriors,Jang Kun Lee,3,8,5%,25.00%,50.00%,25.00%
PKL-06,Bengal Warriors,,4,17,10%,52.90%,17.60%,29.40%
PKL-06,Bengal Warriors,,5,37,22%,37.80%,18.90%,43.20%
PKL-06,Bengal Warriors,,6,39,23%,41.00%,48.70%,10.30%
PKL-06,Bengal Warriors,,7,70,41%,41.40%,42.90%,15.70%
PKL-06,Bengal Warriors,Mahesh Goud,3,5,5%,60.00%,20.00%,20.00%
PKL-06,Bengal Warriors,,4,10,11%,70.00%,10.00%,20.00%
PKL-06,Bengal Warriors,,5,30,33%,56.70%,16.70%,26.70%
PKL-06,Bengal Warriors,,6,18,20%,33.30%,33.30%,33.30%
PKL-06,Bengal Warriors,,7,29,32%,31.00%,48.30%,20.70%
PKL-06,Bengal Warriors,Maninder Singh,2,21,6%,,90.50%,9.50%
PKL-06,Bengal Warriors,,3,33,9%,39.40%,27.30%,33.30%
PKL-06,Bengal Warriors,,4,40,11%,52.50%,27.50%,20.00%
PKL-06,Bengal Warriors,,5,82,22%,58.50%,19.50%,22.00%
PKL-06,Bengal Warriors,,6,66,18%,27.30%,48.50%,24.20%
PKL-06,Bengal Warriors,,7,135,36%,26.70%,56.30%,17.00%
PKL-06,Bengal Warriors,Mithin Kumar,4,1,10%,100.00%,,
PKL-06,Bengal Warriors,,5,1,10%,,,100.00%
PKL-06,Bengal Warriors,,6,3,30%,66.70%,,33.30%
PKL-06,Bengal Warriors,,7,5,50%,40.00%,40.00%,20.00%
PKL-06,Bengal Warriors,Rakesh Narwal,5,1,6%,,,100.00%
PKL-06,Bengal Warriors,,6,4,25%,50.00%,25.00%,25.00%
PKL-06,Bengal Warriors,,7,11,69%,27.30%,36.40%,36.40%
PKL-06,Bengal Warriors,Ran Singh,1,1,1%,,100.00%,
PKL-06,Bengal Warriors,,2,3,4%,,100.00%,
PKL-06,Bengal Warriors,,3,20,28%,55.00%,35.00%,10.00%
PKL-06,Bengal Warriors,,4,3,4%,66.70%,,33.30%
PKL-06,Bengal Warriors,Ran Singh,5,6,8%,66.70%,33.30%,
PKL-06,Bengal Warriors,,6,17,24%,64.70%,17.60%,17.60%
PKL-06,Bengal Warriors,,7,22,31%,40.90%,31.80%,27.30%
PKL-06,Bengal Warriors,Ravindra Ramesh,3,2,2%,100.00%,,
PKL-06,Bengal Warriors,Kumawat,4,16,18%,56.30%,12.50%,31.30%
PKL-06,Bengal Warriors,,5,36,40%,41.70%,27.80%,30.60%
PKL-06,Bengal Warriors,,6,18,20%,38.90%,50.00%,11.10%
PKL-06,Bengal Warriors,,7,19,21%,42.10%,47.40%,10.50%
PKL-06,Bengal Warriors,Shrikant Tewthia,5,1,11%,,,100.00%
PKL-06,Bengal Warriors,,6,5,56%,80.00%,20.00%,
PKL-06,Bengal Warriors,,7,3,33%,33.30%,33.30%,33.30%
PKL-06,Bengal Warriors,Surjeet Singh,3,4,7%,100.00%,,
PKL-06,Bengal Warriors,,4,10,19%,100.00%,,
PKL-06,Bengal Warriors,,5,18,33%,100.00%,,
PKL-06,Bengal Warriors,,6,13,24%,76.90%,15.40%,7.70%
PKL-06,Bengal Warriors,,7,9,17%,88.90%,,11.10%
PKL-06,Bengal Warriors,Vijin Thangadurai,6,1,50%,100.00%,,
PKL-06,Bengal Warriors,,7,1,50%,100.00%,,
