Player_Name,Tournament,Team,Price,Status
Rohit Kumar,Pro Kabaddi Season 8,Telugu Titans,36.00 L,SOLD
Rohit Kumar,Pro Kabaddi Season 7,Bengaluru Bulls,98.00 L,RETAINED
Rohit Kumar,Pro Kabaddi Season 6,Bengaluru Bulls,89.10 L,RETAINED
Rohit Kumar,Pro Kabaddi Season 5,Bengaluru Bulls,81.00 L,SOLD
Ravinder Pahal,Pro Kabaddi Season 9,Telugu Titans,23.00 L,SOLD
Ravinder Pahal,Pro Kabaddi Season 8,Gujarat Giants,74.00 L,SOLD
Ravinder Pahal,Pro Kabaddi Season 7,Dabang Delhi KC,61.00 L,FBM
Ravinder Pahal,Pro Kabaddi Season 6,Dabang Delhi KC,20.00 L,SOLD
Ravinder Pahal,Pro Kabaddi Season 5,Bengaluru Bulls,50.00 L,SOLD
Ravinder Pahal,Pro Kabaddi Season 4,Puneri Paltan,17.00 L,SOLD
Mohit Goyat,Pro Kabaddi Season 9,Puneri Paltan,20.00 L,RETAINED
Mohit Goyat,Pro Kabaddi Season 8,Puneri Paltan,8.00 L,SOLD
Siddharth Sirish Desai,Pro Kabaddi Season 9,Telugu Titans,20.00 L,SOLD
Siddharth Sirish Desai,Pro Kabaddi Season 8,Telugu Titans,130.00 L,FBM
Siddharth Sirish Desai,Pro Kabaddi Season 7,Telugu Titans,145.00 L,SOLD
Siddharth Sirish Desai,Pro Kabaddi Season 6,U Mumba,36.40 L,SOLD
Sandeep Dhull,Pro Kabaddi Season 9,Dabang Delhi KC,40.00 L,SOLD
Sandeep Dhull,Pro Kabaddi Season 8,Jaipur Pink Panthers,45.00 L,FBM
Sandeep Dhull,Pro Kabaddi Season 7,Jaipur Pink Panthers,33.83 L,RETAINED
Sandeep Dhull,Pro Kabaddi Season 6,Jaipur Pink Panthers,66.00 L,SOLD
Sandeep Dhull,Pro Kabaddi Season 4,Telugu Titans,13.00 L,SOLD
Rohit Gulia,Pro Kabaddi Season 9,Patna Pirates,30.00 L,SOLD
Rohit Gulia,Pro Kabaddi Season 8,Haryana Steelers,83.00 L,SOLD
Rohit Gulia,Pro Kabaddi Season 7,Gujarat Fortunegiants,25.00 L,RETAINED
Rohit Gulia,Pro Kabaddi Season 6,Gujarat Fortunegiants,6.60 L,RETAINED
Sunil Kumar,Pro Kabaddi Season 9,Jaipur Pink Panthers,90.00 L,SOLD
Sunil Kumar,Pro Kabaddi Season 8,Gujarat Giants,74.40 L,RETAINED
Sunil Kumar,Pro Kabaddi Season 7,Gujarat Fortunegiants,67.00 L,RETAINED
Sunil Kumar,Pro Kabaddi Season 6,Gujarat Fortunegiants,49.10 L,RETAINED
Sunil Kumar,Pro Kabaddi Season 5,Gujarat Fortunegiants,30.40 L,SOLD
Monu Goyat,Pro Kabaddi Season 9,Telugu Titans,20.00 L,SOLD
Monu Goyat,Pro Kabaddi Season 8,Patna Pirates,20.00 L,SOLD
Monu Goyat,Pro Kabaddi Season 7,UP Yoddha,93.00 L,SOLD
Monu Goyat,Pro Kabaddi Season 6,Haryana Steelers,151.00 L,SOLD
Monu Goyat,Pro Kabaddi Season 5,Patna Pirates,44.50 L,SOLD
Ashu Malik,Pro Kabaddi Season 9,Dabang Delhi KC,8.80 L,RETAINED
Ran Singh,Pro Kabaddi Season 7,Tamil Thalaivas,55.00 L,SOLD
Ran Singh,Pro Kabaddi Season 6,Bengal Warriors,43.00 L,SOLD
Ran Singh,Pro Kabaddi Season 5,Bengal Warriors,47.50 L,SOLD
Ran Singh,Pro Kabaddi Season 4,Jaipur Pink Panthers,30.00 L,SOLD
Parvesh Bhainswal,Pro Kabaddi Season 9,Telugu Titans,62.00 L,SOLD
Parvesh Bhainswal,Pro Kabaddi Season 8,Gujarat Giants,84.50 L,RETAINED
Parvesh Bhainswal,Pro Kabaddi Season 7,Gujarat Fortunegiants,75.00 L,FBM
Parvesh Bhainswal,Pro Kabaddi Season 6,Gujarat Fortunegiants,35.00 L,SOLD
Parvesh Bhainswal,Pro Kabaddi Season 5,Gujarat Fortunegiants,25.00 L,SOLD
Girish Maruti Ernak,Pro Kabaddi Season 9,Bengal Warriors,20.00 L,SOLD
Girish Maruti Ernak,Pro Kabaddi Season 8,Gujarat Giants,20.00 L,SOLD
Girish Maruti Ernak,Pro Kabaddi Season 7,Puneri Paltan,33.00 L,FBM
Girish Maruti Ernak,Pro Kabaddi Season 6,Puneri Paltan,49.10 L,RETAINED
Girish Maruti Ernak,Pro Kabaddi Season 5,Puneri Paltan,33.50 L,SOLD
Girish Maruti Ernak,Pro Kabaddi Season 4,Bengal Warriors,15.00 L,SOLD
Sukesh Hegde,Pro Kabaddi Season 8,Bengal Warriors,30.00 L,FBM
Sukesh Hegde,Pro Kabaddi Season 7,Bengal Warriors,20.00 L,SOLD
Sukesh Hegde,Pro Kabaddi Season 6,Tamil Thalaivas,28.00 L,SOLD
Sukesh Hegde,Pro Kabaddi Season 5,Gujarat Fortunegiants,31.50 L,SOLD
Sukesh Hegde,Pro Kabaddi Season 4,Telugu Titans,16.00 L,SOLD
Jang Kun Lee,Pro Kabaddi Season 8,Patna Pirates,20.50 L,FBM
Jang Kun Lee,Pro Kabaddi Season 7,Patna Pirates,40.00 L,SOLD
Jang Kun Lee,Pro Kabaddi Season 6,Bengal Warriors,33.00 L,SOLD
Jang Kun Lee,Pro Kabaddi Season 5,Bengal Warriors,80.30 L,RETAINED
Jang Kun Lee,Pro Kabaddi Season 4,Bengal Warriors,22.00 L,SOLD
Chandran Ranjit,Pro Kabaddi Season 9,Gujarat Giants,30.00 L,SOLD
Chandran Ranjit,Pro Kabaddi Season 8,Bengaluru Bulls,80.00 L,SOLD
Chandran Ranjit,Pro Kabaddi Season 7,Dabang Delhi KC,70.00 L,FBM
Chandran Ranjit,Pro Kabaddi Season 6,Dabang Delhi KC,61.25 L,SOLD
Chandran Ranjit,Pro Kabaddi Season 5,Gujarat Fortunegiants,8.00 L,SOLD
Vishal Bharadwaj,Pro Kabaddi Season 8,Puneri Paltan,60.00 L,SOLD
Vishal Bharadwaj,Pro Kabaddi Season 7,Telugu Titans,60.00 L,FBM
Vishal Bharadwaj,Pro Kabaddi Season 6,Telugu Titans,6.60 L,RETAINED
Rajesh Narwal,Pro Kabaddi Season 8,Haryana Steelers,10.00 L,SOLD
Rajesh Narwal,Pro Kabaddi Season 6,Dabang Delhi KC,16.00 L,SOLD
Rajesh Narwal,Pro Kabaddi Season 5,UP Yoddha,69.00 L,SOLD
Rajesh Narwal,Pro Kabaddi Season 4,Jaipur Pink Panthers,18.00 L,SOLD
Prashanth Kumar Rai,Pro Kabaddi Season 8,Patna Pirates,55.00 L,SOLD
Prashanth Kumar Rai,Pro Kabaddi Season 7,Haryana Steelers,77.00 L,SOLD
Prashanth Kumar Rai,Pro Kabaddi Season 6,UP Yoddha,79.00 L,SOLD
Prashanth Kumar Rai,Pro Kabaddi Season 5,Haryana Steelers,21.00 L,SOLD
Prashanth Kumar Rai,Pro Kabaddi Season 4,Dabang Delhi KC,13.80 L,SOLD
Vijay,Pro Kabaddi Season 9,Dabang Delhi KC,74.60 L,RETAINED
Vijay,Pro Kabaddi Season 8,Dabang Delhi KC,45.10 L,RETAINED
Vijay,Pro Kabaddi Season 7,Dabang Delhi KC,41.00 L,SOLD
Vijay,Pro Kabaddi Season 6,Patna Pirates,6.60 L,RETAINED
Dharmaraj Cheralathan,Pro Kabaddi Season 8,Jaipur Pink Panthers,20.00 L,SOLD
Dharmaraj Cheralathan,Pro Kabaddi Season 7,Haryana Steelers,38.50 L,SOLD
Dharmaraj Cheralathan,Pro Kabaddi Season 6,U Mumba,46.00 L,SOLD
Dharmaraj Cheralathan,Pro Kabaddi Season 5,Puneri Paltan,46.00 L,SOLD
Dharmaraj Cheralathan,Pro Kabaddi Season 4,Patna Pirates,29.00 L,SOLD
Mahender Singh,Pro Kabaddi Season 9,Bengaluru Bulls,28.80 L,RETAINED
Mahender Singh,Pro Kabaddi Season 8,Bengaluru Bulls,50.00 L,FBM
Mahender Singh,Pro Kabaddi Season 7,Bengaluru Bulls,80.00 L,FBM
Mahender Singh,Pro Kabaddi Season 6,Bengaluru Bulls,40.00 L,SOLD
Mahender Singh,Pro Kabaddi Season 5,Bengaluru Bulls,20.00 L,SOLD
Manjeet,Pro Kabaddi Season 9,Haryana Steelers,80.00 L,SOLD
Manjeet,Pro Kabaddi Season 8,Tamil Thalaivas,92.00 L,SOLD
Manjeet,Pro Kabaddi Season 7,Puneri Paltan,63.00 L,SOLD
Manjeet,Pro Kabaddi Season 6,Patna Pirates,20.40 L,SOLD
Jasvir Singh,Pro Kabaddi Season 6,Tamil Thalaivas,12.00 L,SOLD
Jasvir Singh,Pro Kabaddi Season 5,Jaipur Pink Panthers,51.00 L,SOLD
Jasvir Singh,Pro Kabaddi Season 4,Jaipur Pink Panthers,18.00 L,SOLD
Surender Gill,Pro Kabaddi Season 9,UP Yoddhas,37.50 L,RETAINED
Surender Gill,Pro Kabaddi Season 8,UP Yoddha,25.00 L,RETAINED
Meetu Mahender Sharma,Pro Kabaddi Season 9,Haryana Steelers,8.80 L,RETAINED
Surinder Singh,Pro Kabaddi Season 9,U Mumba,35.50 L,SOLD
Surinder Singh,Pro Kabaddi Season 8,Telugu Titans,55.00 L,SOLD
Surinder Singh,Pro Kabaddi Season 7,U Mumba,37.50 L,RETAINED
Surinder Singh,Pro Kabaddi Season 6,U Mumba,6.60 L,RETAINED
Abhishek Singh,Pro Kabaddi Season 9,Telugu Titans,60.00 L,SOLD
Abhishek Singh,Pro Kabaddi Season 8,U Mumba,87.00 L,RETAINED
Abhishek Singh,Pro Kabaddi Season 7,U Mumba,10.00 L,FBM
Abhishek Singh,Pro Kabaddi Season 6,U Mumba,42.80 L,SOLD
Jeeva Kumar,Pro Kabaddi Season 8,Dabang Delhi KC,44.00 L,SOLD
Jeeva Kumar,Pro Kabaddi Season 7,Bengal Warriors,31.00 L,SOLD
Jeeva Kumar,Pro Kabaddi Season 6,UP Yoddha,45.00 L,SOLD
Jeeva Kumar,Pro Kabaddi Season 5,UP Yoddha,52.00 L,SOLD
Jeeva Kumar,Pro Kabaddi Season 4,U Mumba,40.00 L,SOLD
Deepak Narwal,Pro Kabaddi Season 8,Bengaluru Bulls,26.50 L,SOLD
Deepak Narwal,Pro Kabaddi Season 7,Jaipur Pink Panthers,30.50 L,SOLD
Deepak Narwal,Pro Kabaddi Season 6,Patna Pirates,57.00 L,SOLD
Deepak Narwal,Pro Kabaddi Season 5,Bengal Warriors,25.50 L,SOLD
Deepak Narwal,Pro Kabaddi Season 4,Dabang Delhi KC,28.40 L,SOLD
Rakesh Sangroya,Pro Kabaddi Season 9,Gujarat Giants,20.00 L,RETAINED
Aslam Inamdar,Pro Kabaddi Season 9,Puneri Paltan,20.00 L,RETAINED
Mohit Chhillar,Pro Kabaddi Season 7,Tamil Thalaivas,45.00 L,SOLD
Mohit Chhillar,Pro Kabaddi Season 6,Jaipur Pink Panthers,58.00 L,SOLD
Mohit Chhillar,Pro Kabaddi Season 5,Haryana Steelers,46.50 L,SOLD
Mohit Chhillar,Pro Kabaddi Season 4,Bengaluru Bulls,53.00 L,SOLD
Amit Hooda,Pro Kabaddi Season 9,Dabang Delhi KC,10.00 L,SOLD
Amit Hooda,Pro Kabaddi Season 8,Jaipur Pink Panthers,28.00 L,RETAINED
Amit Hooda,Pro Kabaddi Season 7,Jaipur Pink Panthers,53.00 L,SOLD
Amit Hooda,Pro Kabaddi Season 6,Tamil Thalaivas,69.30 L,RETAINED
Amit Hooda,Pro Kabaddi Season 5,Tamil Thalaivas,63.00 L,SOLD
Amit Hooda,Pro Kabaddi Season 4,Jaipur Pink Panthers,23.00 L,SOLD
Parteek Dahiya,,,,
Meraj Sheykh,Pro Kabaddi Season 7,Dabang Delhi KC,72.00 L,RETAINED
Meraj Sheykh,Pro Kabaddi Season 6,Dabang Delhi KC,65.55 L,RETAINED
Meraj Sheykh,Pro Kabaddi Season 5,Dabang Delhi KC,57.75 L,RETAINED
Meraj Sheykh,Pro Kabaddi Season 4,Dabang Delhi KC,19.00 L,SOLD
,Pro Kabaddi Season 9,Haryana Steelers,10.00 L,SOLD
,Pro Kabaddi Season 8,Tamil Thalaivas,71.00 L,SOLD
,Pro Kabaddi Season 7,Bengal Warriors,55.50 L,SOLD
,Pro Kabaddi Season 6,Gujarat Fortunegiants,38.00 L,SOLD
,Pro Kabaddi Season 5,Tamil Thalaivas,15.00 L,SOLD
,Pro Kabaddi Season 4,Telugu Titans,5.00 L,SOLD
Ravi Kumar,Pro Kabaddi Season 9,Dabang Delhi KC,64.10 L,SOLD
Ravi Kumar,Pro Kabaddi Season 8,Haryana Steelers,27.50 L,FBM
Ravi Kumar,Pro Kabaddi Season 7,Haryana Steelers,20.00 L,SOLD
Ravi Kumar,Pro Kabaddi Season 6,Puneri Paltan,16.00 L,SOLD
Ravi Kumar,Pro Kabaddi Season 5,Puneri Paltan,12.40 L,SOLD
Ravi Kumar,Pro Kabaddi Season 4,Bengal Warriors,15.80 L,SOLD
Saurabh Nandal,Pro Kabaddi Season 9,Bengaluru Bulls,37.50 L,RETAINED
Saurabh Nandal,Pro Kabaddi Season 8,Bengaluru Bulls,25.00 L,RETAINED
Joginder Narwal,Pro Kabaddi Season 8,Dabang Delhi KC,20.00 L,SOLD
Joginder Narwal,Pro Kabaddi Season 7,Dabang Delhi KC,36.00 L,RETAINED
Joginder Narwal,Pro Kabaddi Season 6,Dabang Delhi KC,33.00 L,SOLD
Joginder Narwal,Pro Kabaddi Season 5,U Mumba,32.00 L,SOLD
Joginder Narwal,Pro Kabaddi Season 4,Puneri Paltan,28.00 L,SOLD
Vinay,Pro Kabaddi Season 9,Haryana Steelers,25.00 L,RETAINED
Vinay,Pro Kabaddi Season 8,Haryana Steelers,25.00 L,RETAINED
Vinay,Pro Kabaddi Season 7,Haryana Steelers,7.26 L,SOLD
Rohit Baliyan,Pro Kabaddi Season 7,U Mumba,35.00 L,FBM
Rohit Baliyan,Pro Kabaddi Season 6,U Mumba,12.00 L,SOLD
Rohit Baliyan,Pro Kabaddi Season 5,Dabang Delhi KC,35.00 L,SOLD
Rohit Baliyan,Pro Kabaddi Season 4,Bengaluru Bulls,23.40 L,SOLD
Pawan Kumar Kadiyan,Pro Kabaddi Season 8,Puneri Paltan,13.00 L,RETAINED
Pawan Kumar Kadiyan,Pro Kabaddi Season 7,Puneri Paltan,20.00 L,SOLD
Pawan Kumar Kadiyan,Pro Kabaddi Season 6,Dabang Delhi KC,20.00 L,SOLD
Pawan Kumar Kadiyan,Pro Kabaddi Season 5,Jaipur Pink Panthers,13.00 L,SOLD
Pawan Kumar Kadiyan,Pro Kabaddi Season 4,Bengaluru Bulls,7.10 L,SOLD
Surender Nada,Pro Kabaddi Season 8,Haryana Steelers,20.00 L,SOLD
Surender Nada,Pro Kabaddi Season 7,Patna Pirates,77.00 L,SOLD
Surender Nada,Pro Kabaddi Season 6,Haryana Steelers,75.00 L,SOLD
Surender Nada,Pro Kabaddi Season 5,Haryana Steelers,51.15 L,SOLD
Surender Nada,Pro Kabaddi Season 4,Bengaluru Bulls,30.00 L,SOLD
Wazir Singh,Pro Kabaddi Season 6,Haryana Steelers,20.00 L,SOLD
Wazir Singh,Pro Kabaddi Season 5,Haryana Steelers,44.00 L,SOLD
Mohammadreza Shadloui Chiyaneh,Pro Kabaddi Season 9,Patna Pirates,74.60 L,RETAINED
Mohammadreza Shadloui Chiyaneh,Pro Kabaddi Season 8,Patna Pirates,31.00 L,SOLD
Sumit,Pro Kabaddi Season 9,UP Yoddhas,37.50 L,RETAINED
Sumit,Pro Kabaddi Season 8,UP Yoddha,25.00 L,RETAINED
Monu,Pro Kabaddi Season 9,Patna Pirates,14.30 L,RETAINED
Monu,Pro Kabaddi Season 8,Patna Pirates,13.00 L,RETAINED
Monu,Pro Kabaddi Season 6,Puneri Paltan,6.60 L,RETAINED
Sombir,Pro Kabaddi Season 9,Puneri Paltan,38.00 L,RETAINED
Sombir,Pro Kabaddi Season 8,Puneri Paltan,34.50 L,SOLD
Sombir,Pro Kabaddi Season 7,Dabang Delhi KC,10.00 L,SOLD
Sombir,Pro Kabaddi Season 6,Telugu Titans,6.60 L,RETAINED
,Pro Kabaddi Season 9,Jaipur Pink Panthers,66.00 L,SOLD
,Pro Kabaddi Season 8,U Mumba,25.00 L,SOLD
,Pro Kabaddi Season 7,Tamil Thalaivas,6.00 L,SOLD
Abozar Mighani,Pro Kabaddi Season 9,UP Yoddhas,20.00 L,SOLD
Abozar Mighani,Pro Kabaddi Season 8,Bengal Warriors,30.50 L,SOLD
Abozar Mighani,Pro Kabaddi Season 7,Telugu Titans,75.00 L,FBM
Abozar Mighani,Pro Kabaddi Season 6,Telugu Titans,76.00 L,SOLD
Abozar Mighani,Pro Kabaddi Season 5,Gujarat Fortunegiants,50.00 L,SOLD
Krishan,Pro Kabaddi Season 9,Dabang Delhi KC,8.80 L,RETAINED
More G B,Pro Kabaddi Season 9,Bengaluru Bulls,12.20 L,RETAINED
More G B,Pro Kabaddi Season 8,Bengaluru Bulls,25.00 L,SOLD
More G B,Pro Kabaddi Season 7,Gujarat Fortunegiants,21.50 L,SOLD
More G B,Pro Kabaddi Season 6,Puneri Paltan,13.57 L,RETAINED
More G B,Pro Kabaddi Season 5,Puneri Paltan,11.80 L,SOLD
Narender Hoshiyar,,,,
Pankaj Mohite,Pro Kabaddi Season 9,Puneri Paltan,22.00 L,RETAINED
Pankaj Mohite,Pro Kabaddi Season 8,Puneri Paltan,25.00 L,RETAINED
Naveen Bazzad,Pro Kabaddi Season 8,Jaipur Pink Panthers,22.00 L,SOLD
Naveen Bazzad,Pro Kabaddi Season 7,Haryana Steelers,33.50 L,SOLD
Naveen Bazzad,Pro Kabaddi Season 6,Haryana Steelers,6.60 L,SOLD
Sagar,Pro Kabaddi Season 9,Tamil Thalaivas,37.50 L,RETAINED
Sagar,Pro Kabaddi Season 8,Tamil Thalaivas,8.00 L,RETAINED
Jaideep,Pro Kabaddi Season 9,Haryana Steelers,20.00 L,RETAINED
Bharat Naresh,Pro Kabaddi Season 9,Bengaluru Bulls,20.00 L,RETAINED
Nilesh Salunke,Pro Kabaddi Season 7,Jaipur Pink Panthers,23.50 L,SOLD
Nilesh Salunke,Pro Kabaddi Season 6,Telugu Titans,56.87 L,RETAINED
Nilesh Salunke,Pro Kabaddi Season 5,Telugu Titans,49.00 L,SOLD
Nilesh Salunke,Pro Kabaddi Season 4,Telugu Titans,11.70 L,SOLD
Nitin Rawal,Pro Kabaddi Season 8,Jaipur Pink Panthers,25.00 L,RETAINED
Nitin Rawal,Pro Kabaddi Season 7,Jaipur Pink Panthers,25.00 L,RETAINED
Nitin Rawal,Pro Kabaddi Season 6,Jaipur Pink Panthers,6.60 L,RETAINED
Rajesh Mondal,Pro Kabaddi Season 6,Puneri Paltan,24.55 L,RETAINED
