id,result,date,teama_id,teama_short_name,teama_score,teamb_id,teamb_short_name,teamb_score,post_match_position,match_result,team_id
2705,W,23/12/21,28,HAR,39,6,PAT,42,,Patna Pirates Won by 3 Pts,6
2709,L,25/12/21,6,PAT,35,30,UP,36,,UP Yoddhas Won by 1 Pts,6
2716,W,28/12/21,7,PUNE,26,6,PAT,38,,Patna Pirates Won by 12 Pts,6
2723,W,31/12/21,6,PAT,44,4,KOL,30,,Patna Pirates Won by 14 Pts,6
2730,W,03/01/22,8,HYD,30,6,PAT,31,,Patna Pirates Won by 1 Pts,6
2735,,06/01/22,6,PAT,30,29,CHE,30,,,6
2741,W,08/01/22,31,GUJ,26,6,PAT,27,,Patna Pirates Won by 1 Pts,6
2746,W,11/01/22,6,PAT,43,5,MUM,23,,Patna Pirates Won by 20 Pts,6
2752,L,14/01/22,3,JAI,38,6,PAT,28,,Jaipur Pink Panthers Won by 10 Pts,6
2758,W,16/01/22,6,PAT,38,1,BLR,31,,Patna Pirates Won by 7 Pts,6
2761,L,18/01/22,2,DEL,32,6,PAT,29,,Dabang Delhi K.C. Won by 3 Pts,6
2804,W,28/01/22,6,PAT,52,29,CHE,24,,Patna Pirates Won by 28 Pts,6
2829,L,30/01/22,6,PAT,30,3,JAI,51,,Jaipur Pink Panthers Won by 21 Pts,6
2835,W,02/02/22,30,UP,35,6,PAT,37,,Patna Pirates Won by 2 Pts,6
2841,W,04/02/22,31,GUJ,23,6,PAT,43,,Patna Pirates Won by 20 Pts,6
2845,W,06/02/22,6,PAT,38,4,KOL,29,,Patna Pirates Won by 9 Pts,6
2853,W,08/02/22,5,MUM,36,6,PAT,47,,Patna Pirates Won by 11 Pts,6
2857,W,10/02/22,7,PUNE,26,6,PAT,43,,Patna Pirates Won by 17 Pts,6
2870,W,14/02/22,6,PAT,38,8,HYD,30,,Patna Pirates Won by 8 Pts,6
2874,W,15/02/22,6,PAT,36,1,BLR,34,,Patna Pirates Won by 2 Pts,6
2880,L,17/02/22,2,DEL,26,6,PAT,23,,Dabang Delhi K.C. Won by 3 Pts,6
2886,W,19/02/22,6,PAT,30,28,HAR,27,,Patna Pirates Won by 3 Pts,6
2889,W,23/02/22,6,PAT,38,30,UP,27,,Patna Pirates Won by 11 Pts,6
2891,L,25/02/22,6,PAT,36,2,DEL,37,,Dabang Delhi K.C. Won by 1 Pts,6
2704,W,23/12/21,2,DEL,41,7,PUNE,30,,Dabang Delhi K.C. Won by 11 Pts,2
2706,W,24/12/21,5,MUM,27,2,DEL,31,,Dabang Delhi K.C. Won by 4 Pts,2
2712,,26/12/21,31,GUJ,24,2,DEL,24,,,2
2718,W,29/12/21,2,DEL,52,4,KOL,35,,Dabang Delhi K.C. Won by 17 Pts,2
2726,,01/01/22,2,DEL,30,29,CHE,30,,,2
2734,W,05/01/22,2,DEL,36,8,HYD,35,,Dabang Delhi K.C. Won by 1 Pts,2
2739,W,08/01/22,30,UP,33,2,DEL,37,,Dabang Delhi K.C. Won by 4 Pts,2
2745,L,10/01/22,3,JAI,30,2,DEL,28,,Jaipur Pink Panthers Won by 2 Pts,2
2749,L,12/01/22,2,DEL,22,1,BLR,61,,Bengaluru Bulls Won by 39 Pts,2
2754,W,15/01/22,28,HAR,25,2,DEL,28,,Dabang Delhi K.C. Won by 3 Pts,2
