player_name,player_id,match_played,value,team_id,team,team_name,rank,position_id,position_name,team_full_name,points_per_match
Pawan Kumar,318,24,360,1,,BLR,1,8,raider,Bengaluru Bulls,15
Pardeep Narwal,197,22,304,6,,PAT,2,8,Raider,Patna Pirates,13.818181818181818
Naveen Kumar,2296,23,303,2,,DEL,3,8,Raider,Dabang Delhi K.C.,13.173913043478262
Siddharth Desai,2026,22,220,8,,HYD,4,8,Raider,Telugu Titans,10
Maninder Singh,143,20,205,4,,KOL,5,8,raider,Bengal Warriors,10.25
Vikash Khandola,366,20,195,28,,HAR,6,8,raider,Haryana Steelers,9.75
Abhishek Singh,2028,21,163,5,,MUM,7,8,Raider,U Mumba,7.761904761904762
Deepak Hooda,41,20,158,3,,JAI,8,0,All Rounder,Jaipur Pink Panthers,7.9
Shrikant Jadhav,106,22,152,30,,U.P.,9,8,raider,U.P. Yoddha,6.909090909090909
Manjeet ,763,22,151,7,,PUN,10,8,raider,Puneri Paltan,6.863636363636363
Rohit Gulia,3023,22,142,31,,GUJ,11,0,All Rounder,Gujarat Giants,6.454545454545454
Rahul Chaudhari,81,22,138,29,,CHE,12,8,Raider,Tamil Thalaivas,6.2727272727272725
Vinay ,3054,23,129,28,,HAR,13,8,Raider,Haryana Steelers,5.608695652173913
Chandran Ranjit,36,22,125,2,,DEL,14,8,Raider,Dabang Delhi K.C.,5.681818181818182
Mohammad Nabibakhsh,3176,23,122,4,,KOL,15,0,All Rounder,Bengal Warriors,5.304347826086956
V Ajith Kumar,3053,19,121,29,,CHE,16,8,Raider,Tamil Thalaivas,6.368421052631579
Pankaj Mohite,3233,16,113,7,,PUN,17,8,Raider,Puneri Paltan,7.0625
Arjun Deshwal,2024,19,106,5,,MUM,18,8,Raider,U Mumba,5.578947368421052
K.Prapanjan ,219,20,105,4,,KOL,19,8,raider,Bengal Warriors,5.25
Rohit Kumar,326,19,100,1,,BLR,20,8,raider,Bengaluru Bulls,5.2631578947368425
Prashanth Rai,155,16,91,28,,HAR,21,8,raider,Haryana Steelers,5.6875
More G B,772,19,86,31,,GUJ,22,8,Raider,Gujarat Giants,4.526315789473684
Sachin ,757,16,85,31,,GUJ,23,8,Raider,Gujarat Giants,5.3125
Fazel Atrachali,259,24,84,5,,MUM,24,9,defender,U Mumba,3.5
Deepak Narwal,211,19,80,3,,JAI,25,8,Raider,Jaipur Pink Panthers,4.2105263157894735
Sumit ,3240,22,80,30,,U.P.,26,9,Defender,U.P. Yoddha,3.6363636363636362
Surender Gill,3241,18,80,30,,U.P.,27,8,Raider,U.P. Yoddha,4.444444444444445
Farhad Milaghardan,482,22,78,8,,HYD,28,9,Defender,Telugu Titans,3.5454545454545454
Rishank Devadiga,94,18,77,30,,U.P.,29,8,Raider,U.P. Yoddha,4.277777777777778
Sandeep Narwal,142,24,76,5,,MUM,30,0,All Rounder,U Mumba,3.1666666666666665
Nitesh Kumar,3088,23,76,30,,U.P.,31,9,Defender,U.P. Yoddha,3.3043478260869565
Sonu GFG,3128,17,76,31,,GUJ,32,8,Raider,Gujarat Giants,4.470588235294118
Sandeep Dhull,290,22,74,3,,JAI,33,9,Defender,Jaipur Pink Panthers,3.3636363636363638
Nitin Tomar,320,15,73,7,,PUN,34,8,raider,Puneri Paltan,4.866666666666666
Monu Goyat,388,14,70,30,,U.P.,35,8,Raider,U.P. Yoddha,5
Nilesh Salunke,293,18,69,3,,JAI,36,9,Defender,Jaipur Pink Panthers,3.8333333333333335
Baldev Singh,621,24,67,4,,KOL,37,0,Defender - Right Corner,Bengal Warriors,2.7916666666666665
Sumit Singh,3104,20,66,1,,BLR,38,8,raider,Bengaluru Bulls,3.3
Naveen ,2357,16,65,28,,HAR,39,8,Raider,Haryana Steelers,4.0625
Surjeet Singh,322,21,65,7,,PUN,40,9,Defender,Puneri Paltan,3.0952380952380953
Rinku Narwal,3084,23,64,4,,KOL,41,9,Defender,Bengal Warriors,2.782608695652174
Vishal Bharadwaj,3083,19,63,8,,HYD,42,9,defender,Telugu Titans,3.3157894736842106
Ravinder Pahal,157,23,63,2,,DEL,43,9,Defender,Dabang Delhi K.C.,2.739130434782609
Sukesh Hegde,111,16,63,4,,KOL,44,8,Raider,Bengal Warriors,3.9375
Jang Lee,12,16,63,6,,PAT,45,8,Raider,Patna Pirates,3.9375
Vijay ,3081,22,62,2,,DEL,46,0,All Rounder,Dabang Delhi K.C.,2.8181818181818183
Rakesh Gowda,3046,13,61,8,,HYD,47,8,Raider,Telugu Titans,4.6923076923076925
